Especificación,IRR/año,IC95% inf,IC95% sup,p-valor
Serie completa 2015-2024,1.0410512754309098,1.017687633541927,1.0649512899202127,0.0005128883175445075
Robustez: solo 2015-2021,1.0077545314504084,0.9728699310902276,1.0438900033848866,0.6673755032572379
